song,shift,bar,beat,pitch,midi,vowel,fR1_source,seconds,fR1_band,turning_pitch,semitones_from_turning,passaggio,semitones_to_primo,semitones_to_secondo,fR1_rung,fR2_rung,held,approach,approach_semitones,after_rest,phrase_index,phrase_position,highest_of_phrase,p1a_near,p1a_fires,p1a_clauses
Sunless 02,6,5,2.75,F#3,54,ɛ,Bozeman tenor-mezzo midpoint,0.125,open,D#4,-8.5,below primo,-8,-13,none,not assessed,short,repeated,0,no,3,middle,no,no,no,
Sunless 02,6,5,3,F3,53,ɑ,Bozeman tenor-mezzo midpoint,0.5,open,E4,-11.5,below primo,-9,-14,none,not assessed,short,step,-1,no,3,middle,no,no,no,
Sunless 02,6,5,4,D#3,51,ʌ,derived from Bozeman tenor-mezzo,0.25,open,E4,-13.5,below primo,-11,-16,none,not assessed,short,step,-2,no,3,last,no,no,no,
Sunless 02,6,5,4.75,D#3,51,ɑ,Bozeman tenor-mezzo midpoint,0.125,open,E4,-13.5,below primo,-11,-16,none,not assessed,short,repeated,0,yes,4,first,no,no,no,
Sunless 02,6,6,1,G#3,56,ɑ,Bozeman tenor-mezzo midpoint,0.167,open,E4,-8.5,below primo,-6,-11,none,not assessed,short,leap-up,5,no,4,middle,no,no,no,
Sunless 02,6,6,1.333,A#3,58,u,Bozeman tenor-mezzo midpoint,0.167,close,G3,3.5,below primo,-4,-9,none,not assessed,short,step,2,no,4,middle,no,no,no,
Sunless 02,6,6,1.667,G#3,56,ɑ,Bozeman tenor-mezzo midpoint,0.167,open,E4,-8.5,below primo,-6,-11,none,not assessed,short,step,-2,no,4,middle,no,no,no,
Sunless 02,6,6,2,E4,64,i,Bozeman tenor-mezzo midpoint,0.167,crossing,E3,11.5,inside,2,-3,none,not assessed,short,leap-up,8,no,4,middle,yes,no,no,highest of phrase; crossing
Sunless 02,6,6,2.333,G#3,56,ɑ,Bozeman tenor-mezzo midpoint,0.167,open,E4,-8.5,below primo,-6,-11,none,not assessed,short,leap-down,-8,no,4,middle,no,no,no,
Sunless 02,6,6,2.667,A#3,58,ɪ,derived from Bozeman tenor-mezzo,0.167,open,D4,-4.04,below primo,-4,-9,none,not assessed,short,step,2,no,4,middle,no,no,no,
Sunless 02,6,6,3,B3,59,o,Bozeman tenor-mezzo midpoint,0.5,open,C#4,-1.5,below primo,-3,-8,none,not assessed,short,step,1,no,4,last,no,no,no,
Sunless 02,6,6,4.5,B3,59,o,Bozeman tenor-mezzo midpoint,0.25,open,C#4,-1.5,below primo,-3,-8,none,not assessed,short,repeated,0,yes,5,first,no,no,no,
Sunless 02,6,7,1,C#4,61,ɨ,derived from Bozeman tenor-mezzo,0.167,close,A#3,3.11,below primo,-1,-6,none,not assessed,short,step,2,no,5,middle,no,no,no,
Sunless 02,6,7,1.333,G#3,56,ʌ,derived from Bozeman tenor-mezzo,0.167,open,E4,-8.5,below primo,-6,-11,none,not assessed,short,leap-down,-5,no,5,middle,no,no,no,
Sunless 02,6,7,1.667,A#3,58,ɑ,Bozeman tenor-mezzo midpoint,0.167,open,E4,-6.5,below primo,-4,-9,none,not assessed,short,step,2,no,5,middle,no,no,no,
Sunless 02,6,7,2,C#4,61,o,Bozeman tenor-mezzo midpoint,0.167,close,C#4,0.5,below primo,-1,-6,none,not assessed,short,leap-up,3,no,5,middle,no,no,no,turning pitch 0 to 2 st below
Sunless 02,6,7,2.333,A#3,58,i,Bozeman tenor-mezzo midpoint,0.167,close,E3,5.5,below primo,-4,-9,none,not assessed,short,leap-down,-3,no,5,middle,no,no,no,
Sunless 02,6,7,2.667,C#4,61,ɑ,Bozeman tenor-mezzo midpoint,0.167,open,E4,-3.5,below primo,-1,-6,none,not assessed,short,leap-up,3,no,5,middle,no,no,no,
Sunless 02,6,7,3,D#4,63,e,Bozeman tenor-mezzo midpoint,0.25,close,D4,1.5,inside,1,-4,none,not assessed,short,step,2,no,5,middle,yes,no,no,highest of phrase; turning pitch 0 to 2 st below
Sunless 02,6,7,3.5,A#3,58,ɪ,derived from Bozeman tenor-mezzo,0.25,open,D4,-4.04,below primo,-4,-9,none,not assessed,short,leap-down,-5,no,5,last,no,no,no,
